Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.11107057535752;0.0568893945444196;0.05601;0.10066
beta.1;-0.0361985135184444;0.0407069415615643;-0.14649;-0.03134
beta.2;-0.100506873154645;-0.195850746589326;1.66208;-0.06606000000000001
beta.3;0.0257982908570192;0.0352750228026661;-1.51932;0.0
lambda.1;1.5145652517874801;2.00478450164836;2.68332;2.10966
lambda.2;0.731997390624788;0.89096621844173;2.46334;1.0
