Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.0852821698605263;0.0417750195664626;0.03695;0.078
beta.1;-0.0252276855053592;0.0277849793511441;0.04297;-0.02072
beta.2;-0.0539217270475451;-0.105220838682986;-0.0756;-0.04969
beta.3;-0.0178093003808177;-0.0126917602075955;-0.04724;0.0
lambda.1;1.64144860953298;2.05479375861972;7.759069999999999;1.4086299999999998
lambda.2;0.45861231582710793;0.335454713899274;2.02774;1.0
