Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.0981484342153296;0.0504317880684326;0.04498;0.09277
beta.1;-0.0334493374719704;-0.0494227752236846;-0.03407;-0.0299
beta.2;-0.0491785024845434;-0.0021192755109703397;0.57767;-0.04123
beta.3;0.00406165143941719;-0.0114750744835602;-0.60946;0.0
lambda.1;1.27336054629277;1.3654003505397498;2.48413;1.31979
lambda.2;0.53063923305975;0.131540186299381;2.39126;1.0
