Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.0961463265229258;0.0520852626896656;0.04808;0.0941
beta.1;-0.0282936536623589;-0.0118295561062064;0.22694;-0.03069
beta.2;-0.087029197660939;-0.083006585413058;-0.18704;-0.04752
beta.3;0.0525314158540199;0.0141063005297245;-0.0717;0.0
lambda.1;1.1072396429323301;1.81264623870643;10.0;1.49783
lambda.2;0.578815343750281;1.0602709420399499;2.49406;1.0
