Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.169711036544401;0.0738145459155788;0.07668;0.11743
beta.1;-0.024804261710093;0.0029978528241376;-0.16276;-6e-05
beta.2;-0.0421946767747146;-0.10475096479760099;1.16936;0.009000000000000001
beta.3;-0.0154302801913222;0.0406923894321512;-0.92523;0.0
lambda.1;2.1401742727479;1.35913589046888;1.56388;0.43
lambda.2;0.397483828173931;0.48080593720590703;1.30265;1.0
