Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.0984380738494395;0.0469902031556472;0.04618;0.09238
beta.1;-0.030784181284891004;-0.0557599565715182;-0.04574;-0.02949
beta.2;-0.05221696734968;0.0111188331784755;1.6585900000000002;-0.04138
beta.3;-0.00651931358427779;-0.0033540418194256396;-1.67825;0.0
lambda.1;1.58785023748871;1.5547097571481099;4.7918699999999985;1.3925
lambda.2;0.660444523019318;0.22525779794028897;4.59441;1.0
