Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.12258101642272802;0.0605423953426694;0.06315;0.09859
beta.1;-0.0607010759622603;-0.0154552523798864;-0.16737;-0.03635
beta.2;-0.0780899112385431;-0.191143816903327;-0.05945;-0.04029
beta.3;0.0953559113657811;0.115545021736615;0.25583;0.0
lambda.1;0.7082371609302192;1.58694634424327;3.25936;3.34795
lambda.2;0.500507725910702;0.9401300785531039;9.76047;1.0
