Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.11624500498249801;0.0589312988602292;0.05866;0.09799
beta.1;-0.0540639697249243;-0.0198189463474162;-0.0063100000000000005;-0.0352
beta.2;-0.11186889884090301;-0.11929561578147302;0.02878;-0.04767
beta.3;0.11813736343316199;0.077131427774162;-0.10745;0.0
lambda.1;0.689327367712889;1.28278586280364;6.5899800000000015;2.66062
lambda.2;0.481997745391955;0.881288426125859;3.19972;1.0
