Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.11723752673275101;0.0554617895725645;0.10078;0.05739
beta.1;0.0151850910809104;0.0111307188120163;0.01725;-0.11101
beta.2;0.0940954600144654;-0.0444828949927825;0.0;0.24351
beta.3;-0.109467106336971;0.0405172555072377;0.0;-0.05599
lambda.1;2.9365887767825;1.00968179337963;1.96345;7.9458600000000015
lambda.2;2.02799503459081;0.6629807440987071;1.0;4.83764
