Unnamed: 0;prefixado;ipca;igpm;tr
beta.0;0.10569975966964598;0.0546574279861079;0.05774;0.09599
beta.1;-0.011375071892791;0.0423075163801716;0.01237;-0.00598
beta.2;-0.0873575484862178;-0.166266853481207;-0.02476;-0.05364
beta.3;0.0238328530967596;0.0356764245801637;-0.06521;0.0
lambda.1;1.39094810321053;1.79852822770768;10.0;1.98241
lambda.2;0.6968029438790411;0.855092283696509;0.97782;1.0
